Landscape Architecture (LD ARCH),LD ARCH 1,Drawing a Green Future: Fundamentals of Visual Representation and Creativity,4
Journalism (JOURN),JOURN 24,Freshman Seminars,1
Iranian (IRANIAN),IRANIAN 110A,Middle Persian,3
Iranian (IRANIAN),IRANIAN 201A,Iranian Philology,3
Iranian (IRANIAN),IRANIAN 201B,Iranian Philology,3
Political Science (POL SCI),POL SCI 206,Comparative Party Systems,4
Political Science (POL SCI),POL SCI 207,Political Violence,4
Public Health (PB HLTH),PB HLTH 227A,Health Care Finance,2
Public Health (PB HLTH),PB HLTH 227B,Advanced Health Care Finance,2
Public Health (PB HLTH),PB HLTH 229,Public Health and the Law,3
Public Health (PB HLTH),PB HLTH 230,Advanced Health Politics,3
Public Health (PB HLTH),PB HLTH 231A,Analytic Methods for Health Policy and Management,3
Public Health (PB HLTH),PB HLTH 232,Doctoral Seminar in Public Health Applications of Time Series Analysis,3
Public Health (PB HLTH),PB HLTH C234,Green Chemistry: An Interdisciplonary Approach to Sustainability,3
Public Health (PB HLTH),PB HLTH 235,Impact Evaluation for Health Professionals,3
Public Health (PB HLTH),PB HLTH C240A,Introduction to Modern Biostatistical Theory and Practice,4
Near Eastern Studies (NE STUD),NE STUD 290C,Special Studies: Cuneiform,1 - 5
Near Eastern Studies (NE STUD),NE STUD 290D,Special Studies: Egyptian,1 - 5
Near Eastern Studies (NE STUD),NE STUD 290E,Special Studies: Hebrew,1 - 5
Near Eastern Studies (NE STUD),NE STUD 290F,Special Studies: Iranian,1 - 5
Near Eastern Studies (NE STUD),NE STUD 290G,Special Studies: Semitics,1 - 5
Near Eastern Studies (NE STUD),NE STUD 290H,Special Studies: Turkish,1 - 5
Near Eastern Studies (NE STUD),NE STUD 291,Dissertation Writing Workshop,4
Music (MUSIC),MUSIC N116,Jazz Theory and Performance 1,3
Music (MUSIC),MUSIC 128,Topics in the History of European and American Music,3
Music (MUSIC),MUSIC 128A,Opera,3
Music (MUSIC),MUSIC 128AM,Opera,4
Music (MUSIC),MUSIC 128B,Beethoven,3
Music (MUSIC),MUSIC 128BM,Beethoven,3
Music (MUSIC),MUSIC C128P,Music and Meaning,3
Music (MUSIC),MUSIC 128D,J. S. Bach,3
Materials Science and Engineering (MAT SCI),MAT SCI 140,Nanomaterials for Scientists and Engineers,3
Materials Science and Engineering (MAT SCI),MAT SCI C150,Introduction to Materials Chemistry,3
Materials Science and Engineering (MAT SCI),MAT SCI 151,Polymeric Materials,3
Materials Science and Engineering (MAT SCI),MAT SCI H194,Honors Undergraduate Research,1 - 4
Materials Science and Engineering (MAT SCI),MAT SCI 195,Special Topics for Advanced Undergraduates,1
Materials Science and Engineering (MAT SCI),MAT SCI 198,Directed Group Studies for Advanced Undergraduates,1 - 4
Materials Science and Engineering (MAT SCI),MAT SCI 199,Supervised Independent Study,1 - 4
Materials Science and Engineering (MAT SCI),MAT SCI 200A,Survey of Materials Science,4
Materials Science and Engineering (MAT SCI),MAT SCI 201A,Thermodynamics and Phase Transformations in Solids,4
Materials Science and Engineering (MAT SCI),MAT SCI 202,Crystal Structure and Bonding,3
Molecular and Cell Biology (MCELLBI),MCELLBI 163,Mammalian Neuroanatomy,4
Molecular and Cell Biology (MCELLBI),MCELLBI 165,Molecular Neurobiology,3
Molecular and Cell Biology (MCELLBI),MCELLBI 166,Biophysical Neurobiology,3
Molecular and Cell Biology (MCELLBI),MCELLBI 167,Physiological and Genetic Basis of Behavior,3
Molecular and Cell Biology (MCELLBI),MCELLBI 180,Undergraduate Teaching of Biology 1A Laboratory,1 or 2
Molecular and Cell Biology (MCELLBI),MCELLBI 180C,Undergraduate Teaching of  Molecular and Cell Biology 32 Laboratory,1 - 2
Molecular and Cell Biology (MCELLBI),MCELLBI H196A,Honors Research,1 - 4
Molecular and Cell Biology (MCELLBI),MCELLBI H196B,Honors Research,1 - 4
Molecular and Cell Biology (MCELLBI),MCELLBI 197,Supervised Internship,1
Molecular and Cell Biology (MCELLBI),MCELLBI 198,Directed Group Study,1 - 4
Molecular and Cell Biology (MCELLBI),MCELLBI 199,Supervised Independent Study and Research,1 - 4
Molecular and Cell Biology (MCELLBI),MCELLBI 200A,Fundamentals of Molecular and Cell Biology,3
Molecular and Cell Biology (MCELLBI),MCELLBI 200B,Fundamentals of Molecular and Cell Biology,3
Molecular and Cell Biology (MCELLBI),MCELLBI 206,Physical Biochemistry,3
Molecular and Cell Biology (MCELLBI),MCELLBI 210,Macromolecular Reactions and the Cell,4
Molecular and Cell Biology (MCELLBI),MCELLBI C212A,Chemical Biology I - Structure&#44; Synthesis and Function of Biomolecules,1
Molecular and Cell Biology (MCELLBI),MCELLBI C212B,Chemical Biology II - Enzyme Reaction Mechanisms,1
Molecular and Cell Biology (MCELLBI),MCELLBI C212C,Chemical Biology III - Contemporary Topics in Chemical Biology,1
Mathematics (MATH),MATH 99,Supervised Independent Study,1 - 4
Mathematics (MATH),MATH C103,Introduction to Mathematical Economics,4
Mathematics (MATH),MATH 104,Introduction to Analysis,4
Mathematics (MATH),MATH H104,Honors Introduction to Analysis,4
Mathematics (MATH),MATH 105,Second Course in Analysis,4
Mathematics (MATH),MATH 110,Linear Algebra,4
Mathematics (MATH),MATH H110,Honors Linear Algebra,4
Mathematics (MATH),MATH 113,Introduction to Abstract Algebra,4
Mathematics (MATH),MATH H113,Honors Introduction to Abstract Algebra,4
Mathematics (MATH),MATH 114,Second Course in Abstract Algebra,4
Mechanical Engineering (MEC ENG),MEC ENG C134,Feedback Control Systems,4
Mechanical Engineering (MEC ENG),MEC ENG 135,Design of Microprocessor-Based Mechanical Systems,4
Mechanical Engineering (MEC ENG),MEC ENG 138,Introduction to Micro/Nano Mechanical Systems Laboratory,3
Mechanical Engineering (MEC ENG),MEC ENG 140,Combustion Processes,3
Mechanical Engineering (MEC ENG),MEC ENG 146,Energy Conversion Principles,3
Mechanical Engineering (MEC ENG),MEC ENG 150A,Solar-Powered Vehicles: Analysis&#44; Design and Fabrication,3
Mechanical Engineering (MEC ENG),MEC ENG 151,Advanced Heat Transfer,3
Mechanical Engineering (MEC ENG),MEC ENG 163,Engineering Aerodynamics,3
Mechanical Engineering (MEC ENG),MEC ENG 164,Marine Statics and Structures,3
Masters in Business Administration (MBA),MBA 237,Topics in Finance,0.5 - 3
Masters in Business Administration (MBA),MBA 240,Risk Management via Optimization and Simulation,1
Masters in Business Administration (MBA),MBA 243,Decisions&#44; Games&#44; and Strategies,3
Masters in Business Administration (MBA),MBA 246A,Service Strategy,3
Masters in Business Administration (MBA),MBA 247,Topics in Operations and Information Technology Management,0.5 - 3
Masters in Business Administration (MBA),MBA 248A,Supply Chain Management,3
Masters in Business Administration (MBA),MBA 252,Negotiations and Conflict Resolution,2 or 3
Masters in Business Administration (MBA),MBA 254,Power and Politics in Organizations,2 or 3
Masters in Business Administration (MBA),MBA W254,Power and Politics in Organizations,2
Masters in Business Administration (MBA),MBA 255,Leadership,1 - 3
Masters in Business Administration (MBA),MBA 256,Global Leadership,3
Masters in Business Administration (MBA),MBA 257,Special Topics in Management of Organizations,2 - 3
Masters in Business Administration (MBA),MBA 260,Customer Insights,3
Linguistics (LINGUIS),LINGUIS S16,The English Vocabulary,3
Linguistics (LINGUIS),LINGUIS 22,Introduction to the History of the English Language,3
Linguistics (LINGUIS),LINGUIS 23,Language and Sex,3
Legal Studies (LEGALST),LEGALST 132AC,Immigration and Citizenship,4
Legal Studies (LEGALST),LEGALST 138,The Supreme Court and Public Policy,4
Legal Studies (LEGALST),LEGALST 139,Comparative Perspectives on Norms and Legal Traditions,4
Legal Studies (LEGALST),LEGALST 140,Property and Liberty,4
Legal Studies (LEGALST),LEGALST 145,Law and Economics I,4
Legal Studies (LEGALST),LEGALST 146,The Law and Economics of Innovation,4
Legal Studies (LEGALST),LEGALST 147,Law and Economics II,4
Legal Studies (LEGALST),LEGALST 151,Law&#44; Self&#44; and Society,3
Legal Studies (LEGALST),LEGALST 154,International Human Rights,4
Legal Studies (LEGALST),LEGALST 155,Government and the Family,4
Letters and Science (L&S),L & S 39K,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39L,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39M,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39N,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39O,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39P,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39Q,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39R,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39S,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39T,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39U,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39V,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39W,Freshman and Sophomore Seminar,1.5 - 4
Korean (KOREAN),KOREAN 1A,Elementary Korean,5
Korean (KOREAN),KOREAN 1AX,Elementary Korean for Heritage Speakers,5
Korean (KOREAN),KOREAN 1B,Elementary Korean,5
Korean (KOREAN),KOREAN 1BX,Elementary Korean for Heritage Speakers,5
Korean (KOREAN),KOREAN 7A,Introduction to Premodern Korean Literature and Culture,4
Korean (KOREAN),KOREAN 7B,Introduction to Modern Korean Literature and Culture,4
Korean (KOREAN),KOREAN 10,Intensive Intermediate Korean,10
Korean (KOREAN),KOREAN 10A,Intermediate Korean,5
Korean (KOREAN),KOREAN 10AX,Intermediate Korean for Heritage Speakers,5
Landscape Architecture (LD ARCH),LD ARCH 12,Environmental Science for Sustainable Development,4
Landscape Architecture (LD ARCH),LD ARCH 24,Freshman Seminars,1
Landscape Architecture (LD ARCH),LD ARCH 39A,Freshman/Sophomore Seminar,2 - 4
Landscape Architecture (LD ARCH),LD ARCH 84,Sophomore Seminar,1 or 2
Landscape Architecture (LD ARCH),LD ARCH 98,Directed Group Study for Freshmen and Sophomores,1 - 4
Landscape Architecture (LD ARCH),LD ARCH 101,Fundamentals of Landscape Design,5
Landscape Architecture (LD ARCH),LD ARCH 102,Case Studies in Landscape Design,5
Landscape Architecture (LD ARCH),LD ARCH 103,Energy&#44; Fantasy&#44; and Form,5
Landscape Architecture (LD ARCH),LD ARCH 110,Ecological Analysis,3
Journalism (JOURN),JOURN 39H,Freshman/Sophomore Seminar,1.5 - 4
Journalism (JOURN),JOURN 39J,Freshman/Sophomore Seminar,1.5 - 4
Journalism (JOURN),JOURN 39K,Freshman/Sophomore Seminar,1.5 - 4
Journalism (JOURN),JOURN 98,Directed Group Study in Journalism,1 - 4
Journalism (JOURN),JOURN C101,Edible Education: The Rise and Future of the Food Movement,2
Journalism (JOURN),JOURN 102AC,The Wire: When Journalism Meets Drama,3
Journalism (JOURN),JOURN C103,Edible Education: Telling Stories About Food and Agriculture,2
Journalism (JOURN),JOURN C141,Understanding Journalism,4
Journalism (JOURN),JOURN 197,Field Study in Journalism,1 - 2
Journalism (JOURN),JOURN 198,Directed Group Study in Journalism,1 - 4
Journalism (JOURN),JOURN 199,Supervised Individual Study and Research,1 - 4
Jewish Studies (JEWISH),JEWISH 39A,Freshman and Sophomore Seminar,1.5 - 4
Political Science (POL SCI),POL SCI 209A,Comparative Political Economy,4
Political Science (POL SCI),POL SCI 209B,Post Fordism: New Patterns of Production&#44; Time&#44; and Meaning in Contemporary Capitalism,4
Political Science (POL SCI),POL SCI 210,Selected Topics in Comparative Politics,4
Political Science (POL SCI),POL SCI 212A,History of Political Thought: Ancient and Medieval,4
Political Science (POL SCI),POL SCI 212B,History of Political Thought: Early Modern (Renaissance to French Revolution),4
Political Science (POL SCI),POL SCI 212C,History of Political Thought: Modern (French Revolution through World War II),4
Public Health (PB HLTH),PB HLTH C240B,Biostatistical Methods: Survival Analysis and Causality,4
Public Health (PB HLTH),PB HLTH C240C,Biostatistical Methods: Computational Statistics with Applications in Biology and Medicine,4
Public Health (PB HLTH),PB HLTH C240D,Biostatistical Methods: Computational Statistics with Applications in Biology and Medicine II,4
Public Health (PB HLTH),PB HLTH C240E,Statistical Genomics,4
Public Health (PB HLTH),PB HLTH C240F,Statistical Genomics,4
Public Health (PB HLTH),PB HLTH 241,Statistical Analysis of Categorical Data,4
Public Health (PB HLTH),PB HLTH 242A,Biometrical Data Analysis--Pathological Incomplete Data and Pattern Recognition,4
Public Health (PB HLTH),PB HLTH 242B,Biometrical Data Analysis--Model Free Curve Estimation,4
Public Health (PB HLTH),PB HLTH C242C,Longitudinal Data Analysis,4
Public Health (PB HLTH),PB HLTH 243A,Special Topics in Biostatistics,1 - 3
Public Health (PB HLTH),PB HLTH 243C,Information Systems in Public Health,2
Near Eastern Studies (NE STUD),NE STUD 292,Museum Internship,4
Near Eastern Studies (NE STUD),NE STUD N295,Supervised Field Research in Archaeology,2 - 8
Near Eastern Studies (NE STUD),NE STUD 296,Topics in Egyptian Art and Archaeology,2 or 4
Near Eastern Studies (NE STUD),NE STUD 297,Topics in Ancient Ceramics of Egypt and the Levant,2 or 4
Near Eastern Studies (NE STUD),NE STUD 298,Seminar,1 - 4
Near Eastern Studies (NE STUD),NE STUD 299,Dissertation Research and Writing,3 - 12
Near Eastern Studies (NE STUD),NE STUD 375,Teaching Modern Near Eastern Languages in College: Seminar in Language Pedagogy,3
Near Eastern Studies (NE STUD),NE STUD 601,Individual Studies for Master's Students,1 - 8
Near Eastern Studies (NE STUD),NE STUD 602,Individual Study for Doctoral Students,1 - 8
Music (MUSIC),MUSIC 128DM,J. S. Bach,4
Music (MUSIC),MUSIC 128E,Mozart and Haydn,3
Music (MUSIC),MUSIC 128GY,Symphonic Literature,2
Music (MUSIC),MUSIC 128P,Music and Meaning,3
Music (MUSIC),MUSIC 128Q,The European/American Art Song,3
Music (MUSIC),MUSIC 128S,Topics in Contemporary Improvised Music,3
Music (MUSIC),MUSIC 128SM,Topics in Contemporary Improvised Music,3
Music (MUSIC),MUSIC 128T,The American Musical,3
Music (MUSIC),MUSIC 128TM,The American Musical,3
Music (MUSIC),MUSIC 130B,African American Music,4
Music (MUSIC),MUSIC N130B,African American Music,4
Music (MUSIC),MUSIC 132,Music of the Middle East,4
Materials Science and Engineering (MAT SCI),MAT SCI 204,Theory of Electron Microscopy and X-Ray Diffraction,3
Materials Science and Engineering (MAT SCI),MAT SCI 205,Defects in Solids,3
Materials Science and Engineering (MAT SCI),MAT SCI C211,Mechanics of Solids,3
Materials Science and Engineering (MAT SCI),MAT SCI C212,Deformation and Fracture  of Engineering Materials,4
Materials Science and Engineering (MAT SCI),MAT SCI 213,Environmental Effects on Materials Properties and Behavior,3
Materials Science and Engineering (MAT SCI),MAT SCI C214,Micromechanics,3
Materials Science and Engineering (MAT SCI),MAT SCI 215,Computational Materials Science,3
Materials Science and Engineering (MAT SCI),MAT SCI C216,Macromolecular Science in Biotechnology and Medicine,4
Materials Science and Engineering (MAT SCI),MAT SCI 223,Semiconductor Materials,3
Materials Science and Engineering (MAT SCI),MAT SCI 224,Magnetism and Magnetic Materials,3
Materials Science and Engineering (MAT SCI),MAT SCI C225,Thin-Film Science and Technology,3
Materials Science and Engineering (MAT SCI),MAT SCI C226,Photovoltaic Materials; Modern Technologies in the Context of a Growing Renewable Energy Market,3
Materials Science and Engineering (MAT SCI),MAT SCI 241,Electron Microscopy Laboratory,2
Materials Science and Engineering (MAT SCI),MAT SCI 251,Polymer Surfaces and Interfaces,3
Materials Science and Engineering (MAT SCI),MAT SCI 260,Surface Properties of Materials,3
Molecular and Cell Biology (MCELLBI),MCELLBI C214,Protein Chemistry&#44; Enzymology&#44; and Bio-organic Chemistry,2
Molecular and Cell Biology (MCELLBI),MCELLBI C216,Microbial Diversity Workshop,1
Molecular and Cell Biology (MCELLBI),MCELLBI 218C,Research Review in Biochemistry and Molecular Biology: Synthetic Biology and Cellular Enzymology,2
Molecular and Cell Biology (MCELLBI),MCELLBI 218D,Research Review in Biochemistry and Molecular Biology: Gene Regulation at the RNA Level,2
Molecular and Cell Biology (MCELLBI),MCELLBI 218E,Research Review in Biochemistry and Molecular Biology: Viruses as Models for Eukaryote Gene Expression and Replication,2
Mathematics (MATH),MATH 115,Introduction to Number Theory,4
Mathematics (MATH),MATH 116,Cryptography,4
Mathematics (MATH),MATH 118,Fourier Analysis&#44; Wavelets&#44; and Signal Processing,4
Mathematics (MATH),MATH 121A,Mathematical Tools for the Physical Sciences,4
Mathematics (MATH),MATH 121B,Mathematical Tools for the Physical Sciences,4
Mathematics (MATH),MATH 123,Ordinary Differential Equations,4
Mathematics (MATH),MATH 125A,Mathematical Logic,4
Mathematics (MATH),MATH 126,Introduction to Partial Differential Equations,4
Mathematics (MATH),MATH 127,Mathematical and Computational Methods in Molecular Biology,4
Mathematics (MATH),MATH 128A,Numerical Analysis,4
Mathematics (MATH),MATH 128B,Numerical Analysis,4
Mechanical Engineering (MEC ENG),MEC ENG 165,Ocean-Environment Mechanics,3
Mechanical Engineering (MEC ENG),MEC ENG 167,Microscale Fluid Mechanics,3
Mechanical Engineering (MEC ENG),MEC ENG 168,Mechanics of Offshore Systems,3
Mechanical Engineering (MEC ENG),MEC ENG 170,Engineering Mechanics III,3
Mechanical Engineering (MEC ENG),MEC ENG 171,Dynamics of Charged Particulate Systems: Modeling&#44; Theory and Computation,3
Mechanical Engineering (MEC ENG),MEC ENG 173,Fundamentals of Acoustics,3
Mechanical Engineering (MEC ENG),MEC ENG 175,Intermediate Dynamics,3
Masters in Business Administration (MBA),MBA 261,Marketing Research: Tools and Techniques for Data Collection and Analysis,2 - 3
Masters in Business Administration (MBA),MBA 262,Strategic Brand Management,3
Masters in Business Administration (MBA),MBA 263,Marketing Analytics,3
Masters in Business Administration (MBA),MBA 264,High Technology Marketing Management,3
Masters in Business Administration (MBA),MBA 265,Advertising Strategy,2 - 3
Masters in Business Administration (MBA),MBA 266,Channels of Distribution,2
Masters in Business Administration (MBA),MBA 267,Topics in Marketing,0.5 - 3
Masters in Business Administration (MBA),MBA 268B,International Marketing,3
Masters in Business Administration (MBA),MBA 268C,Social Media Marketing,1 - 3
Masters in Business Administration (MBA),MBA 269,Pricing,3
Masters in Business Administration (MBA),MBA 270,Business and Public Policy,2 or 3
Masters in Business Administration (MBA),MBA 275,Managing the Legal Environment of Business,2 or 3
Masters in Business Administration (MBA),MBA 277,Special Topics in Business and Public Policy,1 - 3
Masters in Business Administration (MBA),MBA 278,International Business,2
Masters in Business Administration (MBA),MBA 280,Real Estate Investment and Market Analysis,3
Masters in Business Administration (MBA),MBA 282,Real Estate Development,3
Masters in Business Administration (MBA),MBA 283,Real Estate Finance and Securitization,3
Masters in Business Administration (MBA),MBA 284,Real Estate Investment Strategy,3
Masters in Business Administration (MBA),MBA 286,Housing and the Urban Economy,3
Linguistics (LINGUIS),LINGUIS 24,Freshman Seminar,1
Linguistics (LINGUIS),LINGUIS 40,Language of Advertising,3
Linguistics (LINGUIS),LINGUIS 47,Language and Communication Disorders,3
Linguistics (LINGUIS),LINGUIS 51,The Brain's Politics: How the Framing of Issues Works,3
Legal Studies (LEGALST),LEGALST 156,Bioethics and the Law,4
Legal Studies (LEGALST),LEGALST 158,Law and Development,4
Legal Studies (LEGALST),LEGALST 160,Punishment&#44; Culture&#44; and Society,4
Legal Studies (LEGALST),LEGALST 161,Law in Chinese Society,4
Legal Studies (LEGALST),LEGALST 162AC,Restorative Justice,4
Legal Studies (LEGALST),LEGALST 163,Adolescence&#44; Crime and Juvenile Justice,4
Legal Studies (LEGALST),LEGALST 168,Sex&#44; Reproduction and the Law,4
Legal Studies (LEGALST),LEGALST 170,Crime and Criminal Justice,4
Legal Studies (LEGALST),LEGALST 171,European Legal History,4
Legal Studies (LEGALST),LEGALST 174,Comparative Constitutional Law: The Case of Israel,4
Legal Studies (LEGALST),LEGALST 176,Twentieth-Century American Legal and Constitutional History,4
Legal Studies (LEGALST),LEGALST 177,Survey of American Legal and Constitutional History,4
Legal Studies (LEGALST),LEGALST 178,Seminar on American Legal and Constitutional History,3
Legal Studies (LEGALST),LEGALST 179,Comparative Constitutional Law,4
Letters and Science (L&S),L & S 39X,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39Y,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 39Z,Freshman and Sophomore Seminar,1.5 - 4
Letters and Science (L&S),L & S 40C,Historical Studies,3 or 4
Letters and Science (L&S),L & S C40T,Introduction to American Studies: Hollywood: the Place&#44; the Industry&#44; the Fantasy,4
Letters and Science (L&S),L & S C60T,What is Beauty?,4
Letters and Science (L&S),L & S C60U,Revolutionary Thinking: Marx&#44; Nietzsche&#44; Freud,4
Letters and Science (L&S),L & S 70A,Physical Science,2 - 4
Letters and Science (L&S),L & S 70B,Physical Science,2 - 4
Letters and Science (L&S),L & S C70T,The Planets,3
Letters and Science (L&S),L & S C70U,Introduction to General Astronomy,4
Letters and Science (L&S),L & S C70V,Descriptive Introduction to Physics,3
Letters and Science (L&S),L & S C70W,Physics and Music,3
Letters and Science (L&S),L & S C70X,Big History -- Cosmos&#44; Earth&#44; Life&#44; and Humanity,4
Letters and Science (L&S),L & S C70Y,Earthquakes in Your Backyard,3
Letters and Science (L&S),L & S C76,Beauty and the Beholder: Approaching Art at the Berkeley Art Museum,4
Korean (KOREAN),KOREAN 10B,Intermediate Korean,5
Korean (KOREAN),KOREAN 10BX,Intermediate Korean for Heritage Speakers,5
Korean (KOREAN),KOREAN 24,Freshman Seminar,1
Korean (KOREAN),KOREAN 84,Sophomore Seminar,1
Korean (KOREAN),KOREAN 98,Directed Group Study for Lower Division Students,1 - 4
Korean (KOREAN),KOREAN 99,Independent Study for Lower Division Students,1 - 4
Korean (KOREAN),KOREAN 100A,Advanced Korean,4
Landscape Architecture (LD ARCH),LD ARCH 110L,Ecological Analysis Laboratory,2
Landscape Architecture (LD ARCH),LD ARCH 111,Plants in Design,3
Landscape Architecture (LD ARCH),LD ARCH 112,Landscape Plants: Identification and Use,4
Landscape Architecture (LD ARCH),LD ARCH 120,Topographic Form and Design Technology,3
Landscape Architecture (LD ARCH),LD ARCH 121,Design in Detail: Introduction to Landscape Materials and Construction,4
Landscape Architecture (LD ARCH),LD ARCH 122,Environmental Science for Sustainable Development,4
Landscape Architecture (LD ARCH),LD ARCH 130,Sustainable Landscapes and Cities,3
Landscape Architecture (LD ARCH),LD ARCH 131,Implementation of Sustainable Landscape Design,1
Landscape Architecture (LD ARCH),LD ARCH 132,Computer Applications in Environmental Design,4
Landscape Architecture (LD ARCH),LD ARCH 132A,Computer Applications for Environmental Design,2
Journalism (JOURN),JOURN 200,Reporting the News,5 - 7
Journalism (JOURN),JOURN 201,Advanced News Reporting,3 - 4
Journalism (JOURN),JOURN 209,Multimedia Reporting Bootcamp,1
Journalism (JOURN),JOURN 210,News Photography,2
Journalism (JOURN),JOURN 211,News Reporting Laboratory,2 - 4
Journalism (JOURN),JOURN 212,Advanced Radio,1 - 3
Jewish Studies (JEWISH),JEWISH 39B,Freshman and Sophomore Seminar,1.5 - 4
Jewish Studies (JEWISH),JEWISH 39C,Freshman and Sophomore Seminar,1.5 - 4
Jewish Studies (JEWISH),JEWISH 39D,Freshman and Sophomore Seminar,1.5 - 4
Jewish Studies (JEWISH),JEWISH 39E,Freshman and Sophomore Seminar,1.5 - 4
Japanese (JAPAN),JAPAN 1,Intensive Elementary Japanese,10
International and Area Studies (IAS),IAS 45,Survey of World History,4
Italian Studies (ITALIAN),ITALIAN 1,Elementary Italian,5
Political Science (POL SCI),POL SCI 213,Methodological Topics in the History of Political Thought,4
Political Science (POL SCI),POL SCI 214,Symposium in the History of Political Thought,4
Political Science (POL SCI),POL SCI 215A,Approaches to Contemporary Political Theory,4
Political Science (POL SCI),POL SCI 215B,Topics to Contemporary Political Theory,4
Political Science (POL SCI),POL SCI 216,Symposium in Contemporary Political Theory,4
Public Health (PB HLTH),PB HLTH 243D,Special Topics in Biostatistics: Adaptive Designs,3
Public Health (PB HLTH),PB HLTH 245,Introduction to Multivariate Statistics,4
Public Health (PB HLTH),PB HLTH C246A,Censored Longitudinal Data and Causality,4
Public Health (PB HLTH),PB HLTH 248,Statistical/Computer Analysis Using R,3
Public Health (PB HLTH),PB HLTH 250A,Epidemiologic Methods I,3
Music (MUSIC),MUSIC 133AX,Music of Southeast Asia,3
Music (MUSIC),MUSIC 133C,Music and Theater in Southeast Asia,4
Music (MUSIC),MUSIC 133D,Music of Central Java,4
Music (MUSIC),MUSIC 134A,Music of the East Asia Tradition,4
Music (MUSIC),MUSIC 134B,Music of Japan,4
Music (MUSIC),MUSIC C134C,Sonic Culture in China,4
Music (MUSIC),MUSIC 135A,Musics of the Caribbean,4
Music (MUSIC),MUSIC 136,World Music: Power&#44; Aesthetics&#44; and Connections,4
Materials Science and Engineering (MAT SCI),MAT SCI C261,Introduction to Nano-Science and Engineering,3
Materials Science and Engineering (MAT SCI),MAT SCI C286,Modeling and Simulation of Advanced Manufacturing Processes,3
Materials Science and Engineering (MAT SCI),MAT SCI C287,Computational Design of Multifunctional/Multiphysical Composite Materials,3
Materials Science and Engineering (MAT SCI),MAT SCI 290A,Special Topics in Materials Science,3
Materials Science and Engineering (MAT SCI),MAT SCI 290M,Special Problems in Materials Science,3
Materials Science and Engineering (MAT SCI),MAT SCI 296A,Independent Research for Five-Year BS/MS Program,1 - 2
Materials Science and Engineering (MAT SCI),MAT SCI 296B,Independent Research for Five-Year BS/MS Program,1 - 2
Materials Science and Engineering (MAT SCI),MAT SCI 298,Group Studies&#44; Seminars&#44; or Group Research,1 - 8
Materials Science and Engineering (MAT SCI),MAT SCI 299,Individual Study or Research,1 - 12
Materials Science and Engineering (MAT SCI),MAT SCI 375A,Science and Engineering Pedagogy,2
Molecular and Cell Biology (MCELLBI),MCELLBI 218F,Research Review in Biochemistry and Molecular Biology: Energy-dependent Proteases and Molecular Machines,2
Molecular and Cell Biology (MCELLBI),MCELLBI 218G,Research Review in Biochemistry and Molecular Biology: Myxobacterial Development,2
Molecular and Cell Biology (MCELLBI),MCELLBI 218H,Research Review in Biochemistry and Molecular Biology: Protein Synthesis in Bacteria and Mammals,2
Molecular and Cell Biology (MCELLBI),MCELLBI 218I,Research Review in Biochemistry and Molecular Biology: Chemical Biology and Inorganic Chemistry,2
Molecular and Cell Biology (MCELLBI),MCELLBI 218J,Research Review in Biochemistry and Molecular Biology: Advanced 20th Century Perspectives on Cancer Cell Genetics,2
Molecular and Cell Biology (MCELLBI),MCELLBI 218O,Research Review in Biochemistry and Molecular Biology: Chemical Biology and Enzymology,2
Molecular and Cell Biology (MCELLBI),MCELLBI 218P,Research Review in Biochemistry and Molecular Biology: Chemical Biology and Neuroscience,2
Mathematics (MATH),MATH 130,The Classical Geometries,4
Mathematics (MATH),MATH 135,Introduction to the Theory of Sets,4
Mathematics (MATH),MATH 136,Incompleteness and Undecidability,4
Mathematics (MATH),MATH 140,Metric Differential Geometry,4
Mathematics (MATH),MATH 141,Elementary Differential Topology,4
Mathematics (MATH),MATH 142,Elementary Algebraic Topology,4
Mathematics (MATH),MATH 143,Elementary Algebraic Geometry,4
Mechanical Engineering (MEC ENG),MEC ENG C176,Orthopedic Biomechanics,4
Mechanical Engineering (MEC ENG),MEC ENG C180,Engineering Analysis Using the Finite Element Method,3
Mechanical Engineering (MEC ENG),MEC ENG 185,Introduction to Continuum Mechanics,3
Mechanical Engineering (MEC ENG),MEC ENG 190A,Rapid Prototyping of Mechanical Systems,2
Mechanical Engineering (MEC ENG),MEC ENG 190K,Professional Communication for Mechanical Engineers,1
